-0.0652774,-0.418544,2.56966,2,-0.0718369,-0.117128,2.51667,2,-0.0778246,0.177778,2.45038,2,-0.0855928,0.308619,2.41262,2,-0.245272,0.0590736,2.47392,2,-0.322818,-0.16178,2.49936,1,-0.380396,-0.356005,2.49918,1,-0.391723,-0.424739,2.48574,1,0.0811967,0.0695972,2.45461,2,0.166762,-0.152525,2.482,1,0.221782,-0.361998,2.45636,1,0.227238,-0.420531,2.43524,1,-0.138772,-0.415148,2.53917,2,-0.185435,-0.724848,2.6013,2,-0.200367,-1.03469,2.75523,2,-0.216459,-1.10404,2.67483,2,0.0100255,-0.410437,2.52954,2,0.0585076,-0.72296,2.58576,2,0.0881524,-1.02991,2.72401,2,0.111851,-1.10003,2.64815,2,-0.0764232,0.104982,2.46932,2,-0.403837,-0.477848,2.47978,2,-0.342895,-0.447452,2.4488,2,0.233395,-0.474016,2.42301,2,0.268744,-0.429149,2.3974,2
-0.0653093,-0.418538,2.56967,2,-0.0718418,-0.117114,2.51667,2,-0.077804,0.177819,2.45038,2,-0.0856014,0.308655,2.41261,2,-0.245251,0.0592467,2.47392,2,-0.322864,-0.161927,2.49949,1,-0.380467,-0.356104,2.49929,1,-0.392095,-0.423618,2.48659,1,0.0812175,0.0695351,2.45452,2,0.166977,-0.152503,2.48164,1,0.221478,-0.362449,2.45615,1,0.22613,-0.41943,2.43371,1,-0.138822,-0.4151,2.53913,2,-0.185729,-0.723949,2.60158,2,-0.200346,-1.0348,2.75512,2,-0.216291,-1.10389,2.67423,2,0.00998205,-0.410462,2.52958,2,0.0585356,-0.722836,2.58576,2,0.0881179,-1.02907,2.72347,2,0.11191,-1.09965,2.6485,2,-0.0764118,0.105014,2.46932,2,-0.403565,-0.475034,2.47377,2,-0.344057,-0.447477,2.44895,2,0.236781,-0.472325,2.42335,2,0.266455,-0.410965,2.414,2
-0.0652971,-0.418544,2.56975,2,-0.0718574,-0.11708,2.51676,2,-0.0778603,0.177913,2.45049,2,-0.0856191,0.3087,2.41263,2,-0.245239,0.0593341,2.47403,2,-0.322862,-0.161902,2.49956,1,-0.380443,-0.356016,2.49929,1,-0.391711,-0.423106,2.48802,1,0.0812326,0.0694959,2.45444,2,0.167144,-0.152567,2.48135,1,0.221236,-0.362416,2.45602,1,0.226774,-0.420351,2.43345,1,-0.138813,-0.41509,2.53916,2,-0.186417,-0.720758,2.60103,2,-0.200145,-1.0348,2.75513,2,-0.216,-1.10378,2.67402,2,0.00999866,-0.410507,2.52976,2,0.0584562,-0.723083,2.58614,2,0.088336,-1.0283,2.72329,2,0.111683,-1.09931,2.64888,2,-0.0764559,0.10509,2.46942,2,-0.400135,-0.474066,2.47756,2,-0.342202,-0.448017,2.45184,2,0.237686,-0.47495,2.42791,2,0.263995,-0.404388,2.41996,2
-0.0652991,-0.418686,2.56996,2,-0.0718691,-0.117093,2.51681,2,-0.077879,0.177943,2.4505,2,-0.0855997,0.308784,2.41268,2,-0.245213,0.0593769,2.47403,2,-0.32349,-0.16263,2.50096,1,-0.380599,-0.356314,2.49962,1,-0.392233,-0.424455,2.48851,1,0.0812313,0.0694512,2.45438,2,0.167319,-0.152593,2.4811,1,0.221175,-0.362497,2.45576,1,0.226159,-0.419579,2.4323,1,-0.138813,-0.415185,2.53936,2,-0.186815,-0.71977,2.60108,2,-0.200253,-1.03523,2.75558,2,-0.216734,-1.10441,2.67503,2,0.00999627,-0.410699,2.52997,2,0.0584949,-0.723119,2.58621,2,0.0884446,-1.02772,2.72261,2,0.111814,-1.09932,2.64937,2,-0.0764686,0.105105,2.46944,2,-0.402858,-0.477581,2.48189,2,-0.340169,-0.449634,2.4565,2,0.233748,-0.471914,2.42121,2,0.265675,-0.411993,2.41274,2
-0.0652954,-0.418703,2.56999,2,-0.071871,-0.117091,2.51682,2,-0.0778934,0.17798,2.4505,2,-0.0855958,0.308817,2.41265,2,-0.245171,0.0595252,2.47415,2,-0.323483,-0.162618,2.50097,1,-0.380597,-0.356392,2.49968,1,-0.391638,-0.424471,2.48926,1,0.0812243,0.069357,2.4541,2,0.167245,-0.152601,2.48106,1,0.221048,-0.362511,2.45569,1,0.226735,-0.420196,2.43166,1,-0.138809,-0.415184,2.53938,2,-0.186562,-0.719943,2.60094,2,-0.200247,-1.0351,2.75557,2,-0.216275,-1.1036,2.67367,2,0.0100005,-0.41075,2.52999,2,0.0585508,-0.723201,2.58619,2,0.0885466,-1.02817,2.72297,2,0.111933,-1.09949,2.64917,2,-0.0764785,0.10513,2.46944,2,-0.404208,-0.478816,2.48806,2,-0.342112,-0.448359,2.45339,2,0.23486,-0.477814,2.42666,2,0.266187,-0.410243,2.41519,2
-0.0653177,-0.418737,2.57014,2,-0.07189,-0.117072,2.51694,2,-0.0779108,0.178047,2.45059,2,-0.0856076,0.308871,2.41271,2,-0.245139,0.0596121,2.47424,2,-0.323514,-0.162694,2.5011,1,-0.380571,-0.356555,2.49976,1,-0.391156,-0.423398,2.48958,1,0.0812374,0.0693746,2.45406,2,0.167188,-0.152504,2.48086,1,0.220747,-0.362811,2.4546,1,0.226102,-0.420511,2.431,1,-0.138833,-0.415206,2.53967,2,-0.186015,-0.720501,2.60075,2,-0.199713,-1.03494,2.75505,2,-0.217114,-1.10415,2.67487,2,0.0099845,-0.410782,2.53005,2,0.0585496,-0.723215,2.58619,2,0.087823,-1.02916,2.72485,2,0.112165,-1.09893,2.64857,2,-0.0764963,0.105185,2.46954,2,-0.40101,-0.474016,2.48184,2,-0.341145,-0.44934,2.45896,2,0.235254,-0.477137,2.42411,2,0.266216,-0.412898,2.41219,2
-0.0653378,-0.418745,2.5702,2,-0.071891,-0.117068,2.51696,2,-0.0779015,0.178061,2.45059,2,-0.0855676,0.308896,2.4127,2,-0.245104,0.059665,2.47423,2,-0.323479,-0.162642,2.50121,1,-0.380568,-0.356536,2.5,1,-0.39162,-0.423961,2.49007,1,0.0812959,0.0693295,2.45383,2,0.167131,-0.152575,2.48069,1,0.220443,-0.362933,2.45442,1,0.225095,-0.419557,2.43186,1,-0.138842,-0.415202,2.53968,2,-0.185931,-0.720683,2.60079,2,-0.199714,-1.035,2.75506,2,-0.217085,-1.10418,2.67481,2,0.00995071,-0.410819,2.53019,2,0.0585787,-0.723298,2.58626,2,0.0877244,-1.02921,2.72467,2,0.112295,-1.09905,2.64865,2,-0.076491,0.105194,2.46955,2,-0.406774,-0.474591,2.48306,2,-0.341342,-0.449698,2.46094,2,0.23527,-0.475557,2.42292,2,0.26626,-0.412979,2.41227,2
-0.0653634,-0.418725,2.57026,2,-0.0718905,-0.117063,2.51698,2,-0.0778879,0.178063,2.45059,2,-0.0855612,0.308923,2.41273,2,-0.245068,0.0597939,2.47452,2,-0.323507,-0.162526,2.50156,1,-0.380467,-0.356485,2.50056,1,-0.392197,-0.42284,2.49265,1,0.0813098,0.0693041,2.4538,2,0.167064,-0.152589,2.48075,1,0.220208,-0.363344,2.45362,1,0.224825,-0.420711,2.43178,1,-0.138868,-0.415156,2.53975,2,-0.185775,-0.720726,2.60071,2,-0.199711,-1.03501,2.75506,2,-0.217455,-1.10422,2.67501,2,0.00992613,-0.410819,2.53024,2,0.058628,-0.723462,2.58636,2,0.0878271,-1.02835,2.72359,2,0.112212,-1.09908,2.64917,2,-0.0764832,0.105197,2.46955,2,-0.404695,-0.473297,2.48069,2,-0.346725,-0.447206,2.45835,2,0.235416,-0.477379,2.42538,2,0.266371,-0.411498,2.41453,2
-0.0653898,-0.418716,2.57031,2,-0.0719027,-0.117044,2.517,2,-0.077893,0.178099,2.45059,2,-0.0855464,0.309045,2.4128,2,-0.24504,0.0598199,2.47457,2,-0.323183,-0.162146,2.50174,1,-0.380647,-0.356474,2.50143,1,-0.391345,-0.423243,2.49288,1,0.0813426,0.0692595,2.4536,2,0.167068,-0.15272,2.48072,1,0.22012,-0.363727,2.45331,1,0.225448,-0.419775,2.43019,1,-0.138892,-0.415132,2.5398,2,-0.18609,-0.720002,2.60079,2,-0.199675,-1.0353,2.75492,2,-0.218195,-1.10441,2.67499,2,0.00989947,-0.410821,2.53028,2,0.0586778,-0.723659,2.58645,2,0.0877896,-1.02876,2.72363,2,0.11245,-1.0992,2.64878,2,-0.0764899,0.105227,2.46955,2,-0.4047,-0.473281,2.48061,2,-0.341963,-0.449812,2.46613,2,0.23851,-0.474794,2.41678,2,0.2659,-0.413004,2.41156,2
-0.0655159,-0.418716,2.57058,2,-0.0719153,-0.117022,2.51702,2,-0.0778537,0.178202,2.45047,2,-0.0854953,0.309279,2.41282,2,-0.244994,0.0598351,2.47463,2,-0.3231,-0.162091,2.502,1,-0.380537,-0.35628,2.50175,1,-0.391558,-0.424145,2.49303,1,0.0813745,0.0692577,2.45344,2,0.167055,-0.152766,2.4807,1,0.220051,-0.363846,2.45327,1,0.224874,-0.420918,2.43146,1,-0.139039,-0.415043,2.54019,2,-0.186122,-0.719587,2.60085,2,-0.199736,-1.03566,2.75538,2,-0.218527,-1.10436,2.67485,2,0.00979595,-0.41088,2.53044,2,0.0587969,-0.723969,2.58676,2,0.0876609,-1.02731,2.72261,2,0.112435,-1.0987,2.64968,2,-0.0764731,0.105296,2.4695,2,-0.404936,-0.473565,2.48211,2,-0.341136,-0.444929,2.46442,2,0.236505,-0.478073,2.43016,2,0.26514,-0.410051,2.41492,2
